#NET STA   CHA LOC    LAT      LON       ELEV ONDATE     OFFDATE 
NC  CRP   HHZ  --  34.13624 -118.12705   233 2003/01/31 2008/11/04
CI  CRP   HLZ  --  34.13624 -118.12705   233 2003/01/31 2008/05/08
NC  CRP   HLZ  --  34.13624 -118.12705   233 2003/01/31 2008/05/08
CI  CRP   HNZ  --  34.13624 -118.12705   233 2008/05/08 2008/11/04
NC  CRP   HNZ  --  34.13624 -118.12705   233 2008/05/08 2008/11/04
CI  CRP   LHZ  --  34.13624 -118.12705   233 2003/01/31 2008/11/04
NC  CRP   LHZ  --  34.13624 -118.12705   233 2003/01/31 2008/11/04
CI  CRP   LLZ  --  34.13624 -118.12705   233 2003/01/31 2008/05/08
NC  CRP   LLZ  --  34.13624 -118.12705   233 2003/01/31 2008/05/08
CI  CRP   LNZ  --  34.13624 -118.12705   233 2008/05/08 2008/11/04
NC  CRP   LNZ  --  34.13624 -118.12705   233 2008/05/08 2008/11/04
CI  CRP   VHZ  --  34.13624 -118.12705   233 2003/01/31 2008/11/04
NC  CRP   VHZ  --  34.13624 -118.12705   233 2003/01/31 2008/11/04
NC  CRPB  HNZ  --  37.91233 -121.90716   307 2001/06/05 3000/01/01
CI  CRR   BHZ  --  32.88682 -115.96918    66 2014/06/10 3000/01/01
CI  CRR   EHZ  --  32.88682 -115.96918    66 1950/04/09 2014/04/28
CI  CRR   HHZ  --  32.88682 -115.96918    66 2014/06/10 3000/01/01
CI  CRR   HNZ  --  32.88682 -115.96918    66 2014/06/10 3000/01/01
CI  CRR   LHZ  --  32.88682 -115.96918    66 2014/06/10 3000/01/01
CI  CRR   LNZ  --  32.88682 -115.96918    66 2014/06/10 3000/01/01
CI  CRR   VHZ  --  32.88682 -115.96918    66 2014/06/10 3000/01/01
CI  CRR   VMZ  --  32.88682 -115.96918    66 2014/06/10 3000/01/01
NN  CRSN  HNZ  01  39.17511 -119.74762  1418 2012/02/24 2999/12/31
AZ  CRY   BHZ  --  33.56540 -116.73730  1128 1993/03/27 2004/02/25
AZ  CRY   BHZ  --  33.56540 -116.73730  1128 1993/03/07 3000/01/01
AZ  CRY   HHZ  --  33.56540 -116.73730  1128 1993/03/27 2004/02/25
AZ  CRY   HHZ  --  33.56540 -116.73730  1128 1992/12/14 3000/01/01
AZ  CRY   HLZ  --  33.56540 -116.73730  1128 1993/03/27 2010/04/13
AZ  CRY   HLZ  --  33.56540 -116.73730  1128 1993/03/07 1993/06/23
AZ  CRY   HNZ  --  33.56540 -116.73730  1128 2002/01/25 3000/01/01
AZ  CRY   LHZ  --  33.56540 -116.73730  1128 2002/05/30 2004/02/25
AZ  CRY   LHZ  --  33.56540 -116.73730  1128 1999/12/20 3000/01/01
PG  CSD   HNZ  --  35.60050 -121.09400    30 2011/12/09 3000/01/01
NC  CSL   HNZ  --  37.72416 -122.11929   219 1994/11/10 3000/01/01
AZ  CSLB  HGZ  --  33.77930 -118.11260    17 2003/01/31 2010/02/17
AZ  CSLB  HGZ  --  33.77930 -118.11260    17 2003/01/31 2010/02/17
AZ  CSLB  HNZ  --  33.77930 -118.11260    17 2003/01/01 3000/01/01
AZ  CSLB  HNZ  --  33.77930 -118.11260    17 2003/01/01 3000/01/01
ZY  CSNR  EHZ  --  34.24310 -118.53140   240 1994/01/18 1994/02/15
ZY  CSNR  ELZ  --  34.24310 -118.53140   240 1994/01/18 1994/02/15
WR  CSP   EHZ  --  34.29796 -117.35833  1239 2004/05/04 3000/01/01
NC  CSP   EHZ  --  34.29796 -117.35833  1239 2004/05/04 3000/01/01
WR  CSP   HNZ  --  34.29796 -117.35833  1239 2011/11/17 3000/01/01
NC  CSP   HNZ  --  34.29796 -117.35833  1239 2011/11/17 3000/01/01
NC  CSPB  HNZ  --  37.95716 -122.31130   208 2013/06/13 3000/01/01
NC  CTA   HNZ  --  38.02691 -122.01599   152 2000/10/04 3000/01/01
CI  CTC   BHZ  --  33.65516 -115.99006   538 2000/04/27 3000/01/01
NN  CTC   BHZ  --  33.65516 -115.99006   538 2000/04/27 3000/01/01
CI  CTC   HHZ  --  33.65516 -115.99006   538 2000/04/27 3000/01/01
NN  CTC   HHZ  --  33.65516 -115.99006   538 2000/04/27 3000/01/01
CI  CTC   HLZ  --  33.65516 -115.99006   538 2000/04/27 2008/04/08
NN  CTC   HLZ  --  33.65516 -115.99006   538 2000/04/27 2008/04/08
CI  CTC   HNZ  --  33.65516 -115.99006   538 2008/04/08 3000/01/01
NN  CTC   HNZ  --  33.65516 -115.99006   538 2008/04/08 3000/01/01
CI  CTC   LHZ  --  33.65516 -115.99006   538 2000/04/27 3000/01/01
NN  CTC   LHZ  --  33.65516 -115.99006   538 2000/04/27 3000/01/01
CI  CTC   LLZ  --  33.65516 -115.99006   538 2000/04/27 2008/04/08
NN  CTC   LLZ  --  33.65516 -115.99006   538 2000/04/27 2008/04/08
CI  CTC   LNZ  --  33.65516 -115.99006   538 2008/04/08 3000/01/01
NN  CTC   LNZ  --  33.65516 -115.99006   538 2008/04/08 3000/01/01
CI  CTC   VHZ  --  33.65516 -115.99006   538 2000/04/27 3000/01/01
NN  CTC   VHZ  --  33.65516 -115.99006   538 2000/04/27 3000/01/01
CI  CTD   HHZ  --  33.35486 -118.44436   190 2007/07/26 2013/10/07
CI  CTD   HNZ  --  33.35486 -118.44436   190 2007/07/26 2013/10/07
CI  CTW   BHZ  --  33.67728 -115.87214   504 2014/07/18 3000/01/01
CI  CTW   EHZ  --  33.67728 -115.87214   504 1996/03/12 2014/07/01
CI  CTW   HHZ  --  33.67728 -115.87214   504 2014/07/18 3000/01/01
CI  CTW   HNZ  --  33.67728 -115.87214   504 2014/07/18 3000/01/01
CI  CTW   LHZ  --  33.67728 -115.87214   504 2014/07/18 3000/01/01
CI  CTW   LNZ  --  33.67728 -115.87214   504 2014/07/18 3000/01/01
CI  CTW   VHZ  --  33.67728 -115.87214   504 2014/07/18 3000/01/01
NC  CUSLD HNZ  01  37.76421 -122.09419   129 2013/11/21 3000/01/01
NC  CUSLD HNZ  05  37.76476 -122.09220    77 2013/11/21 3000/01/01
NC  CUSLD HNZ  04  37.76501 -122.09297   112 2013/11/21 3000/01/01
NC  CUSLD HNZ  02  37.76525 -122.09368   129 2013/11/21 3000/01/01
NC  CUSLD HNZ  03  37.76649 -122.09188   116 2013/11/21 3000/01/01
NC  CVL   HNZ  --  37.62359 -121.83641   313 2008/04/23 3000/01/01
BK  CVS   BHZ  --  38.34526 -122.45840   295 1998/05/06 2010/04/20
BK  CVS   BHZ  00  38.34526 -122.45840   295 2010/04/20 3000/01/01
BK  CVS   HHZ  --  38.34526 -122.45840   295 1998/05/06 2010/04/20
BK  CVS   HHZ  00  38.34526 -122.45840   295 2010/04/20 3000/01/01
BK  CVS   HLZ  --  38.34526 -122.45840   295 1998/05/06 2010/04/20
BK  CVS   HNZ  00  38.34526 -122.45840   295 2010/04/20 3000/01/01
BK  CVS   LHZ  --  38.34526 -122.45840   295 1998/05/06 2010/04/20
BK  CVS   LHZ  00  38.34526 -122.45840   295 2010/04/20 3000/01/01
BK  CVS   VHZ  --  38.34526 -122.45840   295 1998/05/06 2010/04/20
BK  CVS   VHZ  00  38.34526 -122.45840   295 2010/04/20 3000/01/01
CI  CVW   EHZ  --  34.92217 -118.93913     0 2011/09/22 3000/01/01
CI  CVW   HNZ  --  34.92217 -118.93913     0 2011/09/22 3000/01/01
CI  CVW   LNZ  --  34.92217 -118.93913     0 2011/09/22 3000/01/01
NN  CWC   BHZ  --  36.43988 -118.08016  1595 1995/03/27 3000/01/01
CI  CWC   BHZ  --  36.43988 -118.08016  1595 1995/03/27 3000/01/01
NN  CWC   HHZ  --  36.43988 -118.08016  1595 1995/03/27 3000/01/01
CI  CWC   HHZ  --  36.43988 -118.08016  1595 1995/03/27 3000/01/01
NN  CWC   HLZ  --  36.43988 -118.08016  1595 1995/03/27 2008/04/08
CI  CWC   HLZ  --  36.43988 -118.08016  1595 1995/03/27 2008/04/08
NN  CWC   HNZ  --  36.43988 -118.08016  1595 2008/04/08 3000/01/01
CI  CWC   HNZ  --  36.43988 -118.08016  1595 2008/04/08 3000/01/01
NN  CWC   LHZ  --  36.43988 -118.08016  1595 1995/03/27 3000/01/01
CI  CWC   LHZ  --  36.43988 -118.08016  1595 1995/03/27 3000/01/01
NN  CWC   LLZ  --  36.43988 -118.08016  1595 1995/03/27 2008/04/08
CI  CWC   LLZ  --  36.43988 -118.08016  1595 1995/03/27 2008/04/08
NN  CWC   LNZ  --  36.43988 -118.08016  1595 2008/04/08 3000/01/01
CI  CWC   LNZ  --  36.43988 -118.08016  1595 2008/04/08 3000/01/01
NN  CWC   VHZ  --  36.43988 -118.08016  1595 1995/03/27 3000/01/01
CI  CWC   VHZ  --  36.43988 -118.08016  1595 1995/03/27 3000/01/01
ZY  CWHP  EHZ  --  34.25890 -118.57300   290 1994/01/18 1994/02/15
ZY  CWHP  ELZ  --  34.25890 -118.57300   290 1994/01/18 1994/02/15
NC  CYB   HNZ  --  37.80787 -122.36180    -6 2007/10/25 3000/01/01
NC  CYD   HNZ  --  37.56277 -122.09655     9 2012/02/17 3000/01/01
CI  CZN   EHZ  --  33.91375 -116.78409   538 2014/06/18 3000/01/01
CI  CZN   HNZ  --  33.91375 -116.78409   538 2014/06/18 3000/01/01
CI  CZN   LNZ  --  33.91375 -116.78409   538 2014/06/18 3000/01/01
CI  DAN   BHZ  --  34.63745 -115.38115   428 1998/09/22 3000/01/01
CI  DAN   HHZ  --  34.63745 -115.38115   428 1998/09/22 3000/01/01
CI  DAN   HLZ  --  34.63745 -115.38115   428 1998/09/22 2008/05/08
CI  DAN   HNZ  --  34.63745 -115.38115   428 2008/05/08 3000/01/01
CI  DAN   LHZ  --  34.63745 -115.38115   428 1998/09/22 3000/01/01
CI  DAN   LLZ  --  34.63745 -115.38115   428 1998/09/22 2008/05/08
CI  DAN   LNZ  --  34.63745 -115.38115   428 2008/05/08 3000/01/01
CI  DAN   VHZ  --  34.63745 -115.38115   428 1998/09/22 3000/01/01
CI  DAN   VMZ  --  34.63745 -115.38115   428 2011/04/20 3000/01/01
UO  DBO   BHZ  --  43.11901 -123.24395   984 1994/02/01 3000/01/01
PG  DC    EHZ  --  35.21217 -120.84084   238 1987/10/01 2007/06/11
PG  DCD   EHZ  --  35.21217 -120.84084   238 2007/04/24 3000/01/01
PG  DCD   HNZ  --  35.21217 -120.84084   238 2007/04/24 3000/01/01
CI  DEC   BHZ  --  34.25353 -118.33383   519 2000/08/10 3000/01/01
CI  DEC   HHZ  --  34.25353 -118.33383   519 2000/08/10 3000/01/01
CI  DEC   HLZ  --  34.25353 -118.33383   519 2000/08/10 2008/05/08
CI  DEC   HNZ  --  34.25353 -118.33383   519 2008/05/08 3000/01/01
CI  DEC   LHZ  --  34.25353 -118.33383   519 2000/08/10 3000/01/01
CI  DEC   LLZ  --  34.25353 -118.33383   519 2000/08/10 2008/05/08
CI  DEC   LNZ  --  34.25353 -118.33383   519 2008/05/08 3000/01/01
CI  DEC   VHZ  --  34.25353 -118.33383   519 2000/08/10 3000/01/01
CI  DEV   BHZ  --  33.93597 -116.57794   337 1998/02/27 3000/01/01
CI  DEV   HHZ  --  33.93597 -116.57794   337 1998/02/27 3000/01/01
CI  DEV   HLZ  --  33.93597 -116.57794   337 1998/02/27 2008/06/13
CI  DEV   HNZ  --  33.93597 -116.57794   337 2008/06/13 3000/01/01
CI  DEV   LHZ  --  33.93597 -116.57794   337 1998/02/27 3000/01/01
CI  DEV   LLZ  --  33.93597 -116.57794   337 1998/02/27 2008/06/13
CI  DEV   LNZ  --  33.93597 -116.57794   337 2008/06/13 3000/01/01
CI  DEV   VHZ  --  33.93597 -116.57794   337 1998/02/27 3000/01/01
CI  DGR   BHZ  --  33.65001 -117.00947   650 1993/06/22 3000/01/01
CI  DGR   HHZ  --  33.65001 -117.00947   650 1993/06/22 3000/01/01
CI  DGR   HLZ  --  33.65001 -117.00947   650 1993/06/22 2008/05/08
CI  DGR   HNZ  --  33.65001 -117.00947   650 2008/05/08 3000/01/01
CI  DGR   LHZ  --  33.65001 -117.00947   650 1993/06/22 3000/01/01
CI  DGR   LLZ  --  33.65001 -117.00947   650 1993/06/22 2008/05/08
CI  DGR   LNZ  --  33.65001 -117.00947   650 2008/05/08 3000/01/01
CI  DGR   VHZ  --  33.65001 -117.00947   650 1993/06/22 3000/01/01
ZY  DILL  EHZ  --  34.34820 -118.35700   640 1994/01/25 1994/02/10
ZY  DILL  ELZ  --  34.34820 -118.35700   640 1994/01/25 1994/02/10
CI  DJJ   BHZ  --  34.10618 -118.45505   268 1998/11/09 3000/01/01
CI  DJJ   HHZ  --  34.10618 -118.45505   268 1998/11/09 3000/01/01
CI  DJJ   HLZ  --  34.10618 -118.45505   268 1998/11/09 2008/05/08
CI  DJJ   HNZ  --  34.10618 -118.45505   268 2008/05/08 3000/01/01
CI  DJJ   LHZ  --  34.10618 -118.45505   268 1998/11/09 3000/01/01
CI  DJJ   LLZ  --  34.10618 -118.45505   268 1998/11/09 2008/05/08
CI  DJJ   LNZ  --  34.10618 -118.45505   268 2008/05/08 3000/01/01
CI  DJJ   VHZ  --  34.10618 -118.45505   268 1998/11/09 3000/01/01
CI  DJJB  BL1  --  34.10618 -118.45505   268 1999/07/20 2008/12/20
CI  DJJB  BN1  --  34.10618 -118.45505   268 2008/12/20 2011/04/19
CI  DJJB  HL1  --  34.10618 -118.45505   268 1999/07/20 2008/12/20
CI  DJJB  HN1  --  34.10618 -118.45505   268 2008/12/20 2011/04/19
CI  DJJB  HNZ  01  34.10618 -118.45505   268 2011/04/19 3000/01/01
CI  DJJB  LL1  --  34.10618 -118.45505   268 1999/07/20 2008/12/20
CI  DJJB  LN1  --  34.10618 -118.45505   268 2008/12/20 2011/04/19
CI  DJJB  LNZ  01  34.10618 -118.45505   268 2011/04/19 3000/01/01
CI  DLA   BHZ  --  33.84822 -118.09624    14 2000/05/04 3000/01/01
CI  DLA   HHZ  --  33.84822 -118.09624    14 2000/05/04 3000/01/01
CI  DLA   HLZ  --  33.84822 -118.09624    14 2000/05/04 2008/06/13
CI  DLA   HNZ  --  33.84822 -118.09624    14 2008/06/13 3000/01/01
CI  DLA   LHZ  --  33.84822 -118.09624    14 2000/05/04 3000/01/01
CI  DLA   LLZ  --  33.84822 -118.09624    14 2000/05/04 2008/06/13
CI  DLA   LNZ  --  33.84822 -118.09624    14 2008/06/13 3000/01/01
CI  DLA   VHZ  --  33.84822 -118.09624    14 2000/05/04 3000/01/01
CI  DNR   BHZ  --  33.56667 -116.63056  1274 2001/10/22 3000/01/01
CI  DNR   HHZ  --  33.56667 -116.63056  1274 2001/10/22 3000/01/01
CI  DNR   HLZ  --  33.56667 -116.63056  1274 2001/10/22 2008/04/08
CI  DNR   HNZ  --  33.56667 -116.63056  1274 2008/04/08 3000/01/01
CI  DNR   LHZ  --  33.56667 -116.63056  1274 2001/10/22 3000/01/01
CI  DNR   LLZ  --  33.56667 -116.63056  1274 2001/10/22 2008/04/08
CI  DNR   LNZ  --  33.56667 -116.63056  1274 2008/04/08 3000/01/01
CI  DNR   VHZ  --  33.56667 -116.63056  1274 2001/10/22 3000/01/01
NN  DONLK HNZ  01  39.32835 -120.24815  5965 2013/08/27 2999/12/31
ZY  DOSK  EHZ  --  34.24090 -118.51980   270 1994/02/10 1994/03/05
ZY  DOSK  ELZ  --  34.24090 -118.51980   270 1994/02/10 1994/03/05
PG  DP    EHZ  --  35.23300 -120.78167   488 1986/06/12 2008/05/08
PG  DPD   EHZ  --  35.23300 -120.78167   488 2008/05/08 3000/01/01
PG  DPD   HNZ  --  35.23300 -120.78167   488 2007/01/04 3000/01/01
CI  DPP   BHZ  --  32.99889 -116.94187   463 2000/10/24 3000/01/01
CI  DPP   HHZ  --  32.99889 -116.94187   463 2000/10/24 3000/01/01
CI  DPP   HLZ  --  32.99889 -116.94187   463 2000/10/24 2008/05/08
CI  DPP   HNZ  --  32.99889 -116.94187   463 2008/05/08 3000/01/01
CI  DPP   LHZ  --  32.99889 -116.94187   463 2000/10/24 3000/01/01
CI  DPP   LLZ  --  32.99889 -116.94187   463 2000/10/24 2008/05/08
CI  DPP   LNZ  --  32.99889 -116.94187   463 2008/05/08 3000/01/01
CI  DPP   VHZ  --  32.99889 -116.94187   463 2000/10/24 3000/01/01
CI  DRC   BHZ  --  32.80540 -115.44654   -15 1998/10/02 2002/07/17
CI  DRC   HHZ  --  32.80540 -115.44654   -15 1998/10/02 2002/07/17
CI  DRC   HLZ  --  32.80540 -115.44654   -15 1998/10/02 2002/07/17
CI  DRC   LHZ  --  32.80540 -115.44654   -15 1998/10/02 2002/07/17
CI  DRC   LLZ  --  32.80540 -115.44654   -15 1998/10/02 2002/07/17
CI  DRC   VHZ  --  32.80540 -115.44654   -15 1998/10/02 2002/07/17
CI  DRE   BHZ  --  32.80532 -115.44679   -13 2002/07/17 3000/01/01
CI  DRE   HHZ  --  32.80532 -115.44679   -13 2002/07/17 3000/01/01
CI  DRE   HLZ  --  32.80532 -115.44679   -13 2002/07/17 2008/05/08
CI  DRE   HNZ  --  32.80532 -115.44679   -13 2008/05/08 3000/01/01
CI  DRE   LHZ  --  32.80532 -115.44679   -13 2002/07/17 3000/01/01
CI  DRE   LLZ  --  32.80532 -115.44679   -13 2002/07/17 2008/05/08
CI  DRE   LNZ  --  32.80532 -115.44679   -13 2008/05/08 3000/01/01
CI  DRE   VHZ  --  32.80532 -115.44679   -13 2002/07/17 3000/01/01
CI  DRE   VMZ  --  32.80532 -115.44679   -13 2006/04/24 3000/01/01
CI  DSC   BHZ  --  35.14255 -116.10395   283 2002/10/29 3000/01/01
CI  DSC   HHZ  --  35.14255 -116.10395   283 2002/10/29 3000/01/01
CI  DSC   HLZ  --  35.14255 -116.10395   283 2002/10/29 2007/06/13
CI  DSC   HNZ  --  35.14255 -116.10395   283 2007/06/13 3000/01/01
CI  DSC   LHZ  --  35.14255 -116.10395   283 2002/10/29 3000/01/01
CI  DSC   LLZ  --  35.14255 -116.10395   283 2002/10/29 2007/06/13
CI  DSC   LNZ  --  35.14255 -116.10395   283 2007/06/13 3000/01/01
CI  DSC   VHZ  --  35.14255 -116.10395   283 2002/10/29 3000/01/01
CI  DSN5  BHZ  50  34.17141 -118.18523   341 2013/02/07 2013/04/29
CI  DSN5  BHZ  50  34.17141 -118.18523   341 2011/09/15 2013/02/07
CI  DSN5  BHZ  51  34.17141 -118.18523   341 2011/09/15 2013/10/25
CI  DSN5  BHZ  B0  34.17141 -118.18523   341 2015/01/16 3000/01/01
CI  DSN5  BHZ  B0  34.17141 -118.18523   341 2013/10/25 2015/01/16
CI  DSN5  HHZ  50  34.17141 -118.18523   341 2013/02/07 2013/04/29
CI  DSN5  HHZ  50  34.17141 -118.18523   341 2011/09/15 2013/02/07
CI  DSN5  HHZ  51  34.17141 -118.18523   341 2011/09/15 2013/10/25
CI  DSN5  HHZ  B0  34.17141 -118.18523   341 2015/01/16 3000/01/01
CI  DSN5  HHZ  B0  34.17141 -118.18523   341 2013/10/25 2015/01/16
CI  DSN5  LHZ  50  34.17141 -118.18523   341 2013/02/07 2013/04/29
CI  DSN5  LHZ  50  34.17141 -118.18523   341 2011/09/15 2013/02/07
CI  DSN5  LHZ  51  34.17141 -118.18523   341 2011/09/15 2013/10/25
CI  DSN5  LHZ  B0  34.17141 -118.18523   341 2015/01/16 3000/01/01
CI  DSN5  LHZ  B0  34.17141 -118.18523   341 2013/10/25 2015/01/16
CI  DSN5  VHZ  50  34.17141 -118.18523   341 2013/02/07 2013/04/29
CI  DSN5  VHZ  50  34.17141 -118.18523   341 2011/09/15 2013/02/07
CI  DSN5  VHZ  51  34.17141 -118.18523   341 2011/09/15 2013/10/25
CI  DSN6  BHZ  60  34.17141 -118.18523   341 2012/11/02 2013/10/25
CI  DSN6  BHZ  61  34.17141 -118.18523   341 2012/11/02 2013/10/25
CI  DSN6  BHZ  A0  34.17141 -118.18523   341 2013/11/08 3000/01/01
CI  DSN6  BHZ  B0  34.17141 -118.18523   341 2013/10/25 3000/01/01
CI  DSN6  HHZ  60  34.17141 -118.18523   341 2012/11/02 2013/10/25
CI  DSN6  HHZ  61  34.17141 -118.18523   341 2012/11/02 2013/10/25
CI  DSN6  HHZ  A0  34.17141 -118.18523   341 2013/11/08 3000/01/01
CI  DSN6  HHZ  B0  34.17141 -118.18523   341 2013/10/25 3000/01/01
CI  DSN6  LHZ  60  34.17141 -118.18523   341 2012/11/02 2013/10/25
CI  DSN6  LHZ  61  34.17141 -118.18523   341 2012/11/02 2013/10/25
CI  DSN6  LHZ  A0  34.17141 -118.18523   341 2013/11/08 3000/01/01
CI  DSN6  LHZ  B0  34.17141 -118.18523   341 2013/10/25 3000/01/01
CI  DSN6  VHZ  60  34.17141 -118.18523   341 2012/11/02 2013/10/25
CI  DSN6  VHZ  61  34.17141 -118.18523   341 2012/11/02 2013/10/25
CI  DSN6  VHZ  A0  34.17141 -118.18523   341 2013/11/08 3000/01/01
CI  DSN6  VMZ  60  34.17141 -118.18523   341 2013/02/07 2013/06/10
CI  DTP   BHZ  --  35.26742 -117.84581   908 2014/07/15 3000/01/01
CI  DTP   EHZ  --  35.26742 -117.84581   908 1997/09/15 2014/07/07
CI  DTP   HHZ  --  35.26742 -117.84581   908 2014/07/15 3000/01/01
CI  DTP   HNZ  --  35.26742 -117.84581   908 2014/07/15 3000/01/01
CI  DTP   LHZ  --  35.26742 -117.84581   908 2014/07/15 3000/01/01
CI  DTP   LNZ  --  35.26742 -117.84581   908 2014/07/15 3000/01/01
CI  DTP   VHZ  --  35.26742 -117.84581   908 2014/07/15 3000/01/01
CI  DVT   BHZ  --  32.65915 -116.10061   881 2001/06/22 2010/01/14
CI  DVT   HHZ  --  32.65915 -116.10061   881 2001/06/22 2010/01/14
CI  DVT   HLZ  --  32.65915 -116.10061   881 2001/06/22 2008/05/09
CI  DVT   HNZ  --  32.65915 -116.10061   881 2008/05/09 2010/01/14
CI  DVT   LHZ  --  32.65915 -116.10061   881 2001/06/22 2010/01/14
CI  DVT   LLZ  --  32.65915 -116.10061   881 2001/06/22 2008/05/09
CI  DVT   LNZ  --  32.65915 -116.10061   881 2008/05/09 2010/01/14
CI  DVT   VHZ  --  32.65915 -116.10061   881 2001/06/22 2010/01/14
ZY  DWSR  EHZ  --  33.76583 -116.54607   162 1992/04/26 1992/06/01
ZY  DWSR  ELZ  --  33.76583 -116.54607   162 1992/04/26 1992/06/01
PG  EC    EHZ  --  35.33333 -120.71817   259 1987/09/15 3000/01/01
ZY  EDC1  EHZ  --  33.91662 -116.32661   480 1992/04/26 1992/06/01
ZY  EDC2  ELZ  --  33.91662 -116.32661   480 1992/06/28 1992/07/28
ZY  EDC2  HHZ  --  33.91662 -116.32661   480 1992/06/28 1992/07/28
ZY  EDCY  EHZ  --  33.90383 -116.33644   377 1992/05/01 1992/06/01
ZY  EDOM  ELZ  --  33.86961 -116.42984   454 1992/04/23 1992/06/01
ZY  EDOM  HHZ  --  33.86961 -116.42984   454 1992/04/23 1992/06/01
CI  EDW   BHZ  --  34.88303 -117.99106   789 1997/02/06 2004/08/03
CI  EDW   HHZ  --  34.88303 -117.99106   789 1997/02/06 2004/08/03
CI  EDW   HLZ  --  34.88303 -117.99106   789 1990/03/15 2004/08/03
CI  EDW   LHZ  --  34.88303 -117.99106   789 1997/02/06 2004/08/03
CI  EDW   LLZ  --  34.88303 -117.99106   789 1997/02/06 2004/08/03
CI  EDW   VHZ  --  34.88303 -117.99106   789 1997/02/06 2004/08/03
CI  EDW2  BHZ  --  34.88110 -117.99388   772 2004/05/04 3000/01/01
CI  EDW2  HHZ  --  34.88110 -117.99388   772 2004/05/04 3000/01/01
CI  EDW2  HLZ  --  34.88110 -117.99388   772 2004/05/04 2007/06/13
CI  EDW2  HNZ  --  34.88110 -117.99388   772 2007/06/13 3000/01/01
CI  EDW2  LHZ  --  34.88110 -117.99388   772 2004/05/04 3000/01/01
CI  EDW2  LLZ  --  34.88110 -117.99388   772 2004/05/04 2007/06/13
CI  EDW2  LNZ  --  34.88110 -117.99388   772 2007/06/13 3000/01/01
CI  EDW2  VHZ  --  34.88110 -117.99388   772 2004/06/06 3000/01/01
CI  EDW2  VMZ  --  34.88110 -117.99388   772 2004/05/04 3000/01/01
PG  EFD   HNZ  --  35.32050 -120.72500    95 2009/10/08 3000/01/01
ZY  EFRN  EHZ  --  34.23140 -118.55900   220 1994/02/09 1994/03/05
ZY  EFRN  ELZ  --  34.23140 -118.55900   220 1994/02/09 1994/03/05
CI  EL2   EHZ  --  34.52950 -117.64350  1106 2000/10/03 3000/01/01
AZ  ELKS  HHZ  --  33.58130 -116.44960  1169 1996/04/27 1997/06/17
EN  ELM   EHZ  06  33.17720 -115.61340   -64 2007/12/01 3000/01/01
CI  ELS2  BHZ  --  33.64907 -117.42604   844 2014/05/20 3000/01/01
CI  ELS2  HHZ  --  33.64907 -117.42604   844 2014/05/20 3000/01/01
CI  ELS2  HNZ  --  33.64907 -117.42604   844 2014/05/20 3000/01/01
CI  ELS2  LHZ  --  33.64907 -117.42604   844 2014/05/20 3000/01/01
CI  ELS2  LNZ  --  33.64907 -117.42604   844 2014/05/20 3000/01/01
CI  ELS2  VHZ  --  33.64907 -117.42604   844 2014/05/20 3000/01/01
CI  EML   BHZ  --  32.89083 -116.84566   161 2000/10/26 3000/01/01
CI  EML   HHZ  --  32.89083 -116.84566   161 2000/10/26 3000/01/01
CI  EML   HLZ  --  32.89083 -116.84566   161 2000/10/26 2008/04/08
CI  EML   HNZ  --  32.89083 -116.84566   161 2008/04/08 3000/01/01
CI  EML   LHZ  --  32.89083 -116.84566   161 2000/10/26 3000/01/01
CI  EML   LLZ  --  32.89083 -116.84566   161 2000/10/26 2008/04/08
CI  EML   LNZ  --  32.89083 -116.84566   161 2008/04/08 3000/01/01
CI  EML   VHZ  --  32.89083 -116.84566   161 2000/10/26 3000/01/01
CI  EMS   EHZ  --  32.73921 -114.98521    11 2000/10/03 2014/04/30
CI  EMS   EHZ  --  32.73921 -114.98521    11 2014/06/11 3000/01/01
CI  EMS   HNZ  --  32.73921 -114.98521    11 2014/06/11 3000/01/01
CI  EMS   LNZ  --  32.73921 -114.98521    11 2014/06/11 3000/01/01
EN  ENG   EHZ  06  33.14770 -115.54380   -64 2007/12/01 3000/01/01
CI  EOC   EHZ  --  34.45029 -119.76941    75 2014/07/01 3000/01/01
CI  EOC   HNZ  --  34.45029 -119.76941    75 2014/07/01 3000/01/01
CI  EOC   LNZ  --  34.45029 -119.76941    75 2014/07/01 3000/01/01
ZY  EORD  EHZ  --  34.65607 -116.71799  1160 1992/06/29 1992/08/20
ZY  EORD  ELZ  --  34.65607 -116.71799  1160 1992/06/29 1992/08/20
CI  ERP   EHZ  --  32.74311 -115.66354   -42 2000/10/03 2014/06/26
CI  ERR   BHZ  --  33.11652 -115.82273   -56 2014/05/29 3000/01/01
CI  ERR   BHZ  --  33.11675 -115.82267   -56 2000/01/13 2014/03/24
CI  ERR   HHZ  --  33.11652 -115.82273   -56 2014/05/29 3000/01/01
CI  ERR   HHZ  --  33.11675 -115.82267   -56 2000/01/13 2014/03/24
CI  ERR   HLZ  --  33.11675 -115.82267   -56 2000/01/13 2008/05/09
CI  ERR   HNZ  --  33.11652 -115.82273   -56 2014/05/29 3000/01/01
CI  ERR   HNZ  --  33.11675 -115.82267   -56 2008/05/09 2014/03/24
