#NET STA   CHA LOC    LAT      LON       ELEV ONDATE     OFFDATE 
ZY  LA00  ELZ  --  34.10620 -118.45420   245 1994/01/17 1994/02/25
ZY  LA01  EHZ  --  34.13170 -118.43940   350 1994/01/17 1994/02/25
ZY  LA01  ELZ  --  34.13170 -118.43940   350 1994/01/17 1994/02/25
ZY  LA02  EHZ  --  34.06300 -118.41800    50 1994/01/17 1994/02/25
ZY  LA03  EHZ  --  34.09000 -118.33900    50 1994/01/17 1994/02/25
ZY  LA04  EHZ  --  34.07000 -118.15000   105 1994/01/17 1994/02/25
ZY  LADY  ELZ  --  34.13062 -116.31390   811 1992/07/09 1992/08/10
CI  LAF   BHZ  --  33.86889 -118.33143    20 1999/10/15 3000/01/01
CI  LAF   HHZ  --  33.86889 -118.33143    20 1999/10/15 3000/01/01
CI  LAF   HLZ  --  33.86889 -118.33143    20 1999/10/15 2007/06/13
CI  LAF   HNZ  --  33.86889 -118.33143    20 2007/06/13 3000/01/01
CI  LAF   LHZ  --  33.86889 -118.33143    20 1999/10/15 3000/01/01
CI  LAF   LLZ  --  33.86889 -118.33143    20 1999/10/15 2007/06/13
CI  LAF   LNZ  --  33.86889 -118.33143    20 2007/06/13 3000/01/01
CI  LAF   VHZ  --  33.86889 -118.33143    20 1999/10/15 3000/01/01
CI  LAF   VMZ  --  33.86889 -118.33143    20 2011/02/04 2013/10/17
CI  LAT   EHZ  --  34.04449 -118.77643   351 2014/06/23 3000/01/01
CI  LAT   HNZ  --  34.04449 -118.77643   351 2014/06/23 3000/01/01
CI  LAT   LNZ  --  34.04449 -118.77643   351 2014/06/23 3000/01/01
ZY  LAUR  EHZ  --  34.22390 -118.53210    25 1994/02/09 1994/03/05
ZY  LAUR  ELZ  --  34.22390 -118.53210    25 1994/02/09 1994/03/05
NP  LAX   HLZ  --  33.94382 -118.41390     4 2000/03/30 2004/07/15
CI  LBW1  BL1  --  33.79800 -118.08837   -16 2001/11/08 2008/11/04
CI  LBW1  BLZ  --  33.79800 -118.08837   -16 2001/11/08 2008/11/04
CI  LBW1  BN1  --  33.79800 -118.08837   -16 2008/11/04 2010/07/14
CI  LBW1  BNZ  --  33.79800 -118.08837   -16 2008/11/04 2010/07/14
CI  LBW1  BNZ  02  33.79800 -118.08837   -16 2010/07/14 3000/01/01
CI  LBW1  HL1  --  33.79800 -118.08837   -16 2001/11/08 2008/11/04
CI  LBW1  HLZ  --  33.79800 -118.08837   -16 2001/11/08 2008/11/04
CI  LBW1  HN1  --  33.79800 -118.08837   -16 2008/11/04 2010/07/14
CI  LBW1  HNZ  --  33.79800 -118.08837   -16 2008/11/04 2010/07/14
CI  LBW1  HNZ  00  33.79800 -118.08837   -16 2010/07/14 3000/01/01
CI  LBW1  HNZ  02  33.79800 -118.08837   -16 2010/07/14 3000/01/01
CI  LBW1  LL1  --  33.79800 -118.08837   -16 2001/11/08 2008/11/04
CI  LBW1  LLZ  --  33.79800 -118.08837   -16 2001/11/08 2008/11/04
CI  LBW1  LN1  --  33.79800 -118.08837   -16 2008/11/04 2010/07/14
CI  LBW1  LNZ  --  33.79800 -118.08837   -16 2008/11/04 2010/07/14
CI  LBW1  LNZ  00  33.79800 -118.08837   -16 2010/07/14 3000/01/01
CI  LBW1  LNZ  02  33.79800 -118.08837   -16 2010/07/14 3000/01/01
CI  LBW2  BNZ  01  33.79800 -118.08837   -16 2010/07/14 3000/01/01
CI  LBW2  HNZ  01  33.79800 -118.08837   -16 2010/07/14 3000/01/01
CI  LBW2  LNZ  01  33.79800 -118.08837   -16 2010/07/14 3000/01/01
CI  LCG   BHZ  --  34.00033 -118.37794   108 1999/10/27 3000/01/01
CI  LCG   HHZ  --  34.00033 -118.37794   108 1999/10/27 3000/01/01
CI  LCG   HLZ  --  34.00033 -118.37794   108 1999/10/27 2008/06/13
CI  LCG   HNZ  --  34.00033 -118.37794   108 2008/06/13 3000/01/01
CI  LCG   LHZ  --  34.00033 -118.37794   108 1999/10/27 3000/01/01
CI  LCG   LLZ  --  34.00033 -118.37794   108 1999/10/27 2008/06/13
CI  LCG   LNZ  --  34.00033 -118.37794   108 2008/06/13 3000/01/01
CI  LCG   VHZ  --  34.00033 -118.37794   108 1999/10/27 3000/01/01
NN  LCH   EHZ  --  37.23290 -117.64590  1414 1990/01/01 2013/11/07
NN  LCH   SHZ  --  37.23290 -117.64590  1414 1979/07/13 2010/10/28
CI  LCP   BHZ  --  34.73551 -120.27996   199 2001/11/14 3000/01/01
CI  LCP   HHZ  --  34.73551 -120.27996   199 2001/11/14 3000/01/01
CI  LCP   HLZ  --  34.73551 -120.27996   199 2001/11/14 2008/05/09
CI  LCP   HNZ  --  34.73551 -120.27996   199 2008/05/09 3000/01/01
CI  LCP   LHZ  --  34.73551 -120.27996   199 2001/11/14 3000/01/01
CI  LCP   LLZ  --  34.73551 -120.27996   199 2001/11/14 2008/05/09
CI  LCP   LNZ  --  34.73551 -120.27996   199 2008/05/09 3000/01/01
CI  LCP   VHZ  --  34.73551 -120.27996   199 2001/11/14 3000/01/01
CI  LDF   BHZ  --  35.13066 -115.18416  1239 1999/11/17 3000/01/01
CI  LDF   HHZ  --  35.13066 -115.18416  1239 1999/11/17 3000/01/01
CI  LDF   HLZ  --  35.13066 -115.18416  1239 1999/11/17 2008/05/09
CI  LDF   HNZ  --  35.13066 -115.18416  1239 2008/05/09 3000/01/01
CI  LDF   LHZ  --  35.13066 -115.18416  1239 1999/11/17 3000/01/01
CI  LDF   LLZ  --  35.13066 -115.18416  1239 1999/11/17 2008/05/09
CI  LDF   LNZ  --  35.13066 -115.18416  1239 2008/05/09 3000/01/01
CI  LDF   VHZ  --  35.13066 -115.18416  1239 1999/11/17 3000/01/01
NC  LDH   HHZ  --  40.51190 -121.58160  2060 2005/09/19 3000/01/01
NC  LDH   HNZ  --  40.51190 -121.58160  2060 2005/09/19 3000/01/01
CI  LDR   BHZ  --  34.99060 -118.34156  1121 2001/10/04 3000/01/01
CI  LDR   HHZ  --  34.99060 -118.34156  1121 2001/10/04 3000/01/01
CI  LDR   HLZ  --  34.99060 -118.34156  1121 2001/10/04 2008/06/11
CI  LDR   HNZ  --  34.99060 -118.34156  1121 2008/06/11 3000/01/01
CI  LDR   LHZ  --  34.99060 -118.34156  1121 2001/10/04 3000/01/01
CI  LDR   LLZ  --  34.99060 -118.34156  1121 2001/10/04 2008/06/11
CI  LDR   LNZ  --  34.99060 -118.34156  1121 2008/06/11 3000/01/01
CI  LDR   VHZ  --  34.99060 -118.34156  1121 2001/10/04 3000/01/01
SN  LEC   EHZ  --  36.56270 -116.69050  1113 2002/02/26 3000/01/01
CI  LEO   EHZ  --  34.63064 -118.30505  1025 2000/10/03 3000/01/01
CI  LEO   HNZ  --  34.63064 -118.30505  1025 2012/10/17 3000/01/01
CI  LEO   LNZ  --  34.63064 -118.30505  1025 2012/10/17 3000/01/01
NP  LEV   EHZ  --  34.61405 -118.28927   933 1995/10/05 3000/01/01
CI  LEV   EHZ  --  34.61405 -118.28927   933 1995/10/05 3000/01/01
NP  LEV   HLZ  --  34.61405 -118.28927   933 1995/10/05 2007/01/31
CI  LEV   HLZ  --  34.61405 -118.28927   933 1995/10/05 2007/01/31
NP  LEV   HNZ  --  34.61405 -118.28927   933 2007/03/30 3000/01/01
CI  LEV   HNZ  --  34.61405 -118.28927   933 2007/03/30 3000/01/01
CI  LFP   BHZ  --  34.30529 -118.48805   368 2000/01/24 3000/01/01
CI  LFP   HHZ  --  34.30529 -118.48805   368 2000/01/24 3000/01/01
CI  LFP   HLZ  --  34.30529 -118.48805   368 2000/01/24 2008/06/12
CI  LFP   HNZ  --  34.30529 -118.48805   368 2008/06/12 3000/01/01
CI  LFP   LHZ  --  34.30529 -118.48805   368 2000/01/24 3000/01/01
CI  LFP   LLZ  --  34.30529 -118.48805   368 2000/01/24 2008/06/12
CI  LFP   LNZ  --  34.30529 -118.48805   368 2008/06/12 3000/01/01
CI  LFP   VHZ  --  34.30529 -118.48805   368 2000/01/24 3000/01/01
NC  LGB   BHZ  --  33.97530 -118.14918    42 2000/04/06 3000/01/01
CI  LGB   BHZ  --  33.97530 -118.14918    42 2000/04/06 3000/01/01
NC  LGB   HHZ  --  33.97530 -118.14918    42 2000/04/06 3000/01/01
CI  LGB   HHZ  --  33.97530 -118.14918    42 2000/04/06 3000/01/01
NC  LGB   HLZ  --  33.97530 -118.14918    42 2000/04/06 2008/06/13
CI  LGB   HLZ  --  33.97530 -118.14918    42 2000/04/06 2008/06/13
NC  LGB   HNZ  --  33.97530 -118.14918    42 2008/06/13 3000/01/01
CI  LGB   HNZ  --  33.97530 -118.14918    42 2008/06/13 3000/01/01
NC  LGB   LHZ  --  33.97530 -118.14918    42 2000/04/06 3000/01/01
CI  LGB   LHZ  --  33.97530 -118.14918    42 2000/04/06 3000/01/01
NC  LGB   LLZ  --  33.97530 -118.14918    42 2000/04/06 2008/06/13
CI  LGB   LLZ  --  33.97530 -118.14918    42 2000/04/06 2008/06/13
NC  LGB   LNZ  --  33.97530 -118.14918    42 2008/06/13 3000/01/01
CI  LGB   LNZ  --  33.97530 -118.14918    42 2008/06/13 3000/01/01
NC  LGB   VHZ  --  33.97530 -118.14918    42 2000/04/06 3000/01/01
CI  LGB   VHZ  --  33.97530 -118.14918    42 2000/04/06 3000/01/01
CI  LGU   BHZ  --  34.10819 -119.06587   416 1999/06/13 2015/01/22
CI  LGU   HHZ  --  34.10819 -119.06587   416 1999/06/13 2015/01/22
CI  LGU   HLZ  --  34.10819 -119.06587   416 1999/06/13 2008/06/12
CI  LGU   HNZ  --  34.10819 -119.06587   416 2008/06/12 2015/01/22
CI  LGU   LHZ  --  34.10819 -119.06587   416 1999/06/13 2015/01/22
CI  LGU   LLZ  --  34.10819 -119.06587   416 1999/06/13 2008/06/12
CI  LGU   LNZ  --  34.10819 -119.06587   416 2008/06/12 2015/01/22
CI  LGU   VHZ  --  34.10819 -119.06587   416 1999/06/13 2015/01/22
EN  LIN   EHZ  06  33.14730 -115.63870   -64 2007/12/01 3000/01/01
CI  LJR   BHZ  --  34.80762 -118.86775  1443 2002/11/05 3000/01/01
CI  LJR   HHZ  --  34.80762 -118.86775  1443 2002/11/05 3000/01/01
CI  LJR   HLZ  --  34.80762 -118.86775  1443 2002/11/05 2007/06/13
CI  LJR   HNZ  --  34.80762 -118.86775  1443 2007/06/13 3000/01/01
CI  LJR   LHZ  --  34.80762 -118.86775  1443 2002/11/05 3000/01/01
CI  LJR   LLZ  --  34.80762 -118.86775  1443 2002/11/05 2007/06/13
CI  LJR   LNZ  --  34.80762 -118.86775  1443 2007/06/13 3000/01/01
CI  LJR   VHZ  --  34.80762 -118.86775  1443 2002/11/05 3000/01/01
CI  LKH   BHZ  --  33.23598 -116.75876   847 2014/08/05 3000/01/01
CI  LKH   HHZ  --  33.23598 -116.75876   847 2014/08/05 3000/01/01
CI  LKH   HNZ  --  33.23598 -116.75876   847 2014/08/05 3000/01/01
CI  LKH   LHZ  --  33.23598 -116.75876   847 2014/08/05 3000/01/01
CI  LKH   LNZ  --  33.23598 -116.75876   847 2014/08/05 3000/01/01
CI  LKH   VHZ  --  33.23598 -116.75876   847 2014/08/05 3000/01/01
CI  LKH   VMZ  --  33.23598 -116.75876   847 2014/08/05 3000/01/01
CI  LKL   BHZ  --  34.61594 -117.82493   810 1996/05/09 2004/11/19
CI  LKL   HHZ  --  34.61594 -117.82493   810 1996/05/09 2004/11/19
CI  LKL   HLZ  --  34.61594 -117.82493   810 1996/05/09 2004/11/19
CI  LKL   LHZ  --  34.61594 -117.82493   810 1996/05/09 2004/11/19
CI  LKL   LLZ  --  34.61594 -117.82493   810 1996/05/09 2004/11/19
CI  LKL   VHZ  --  34.61594 -117.82493   810 1996/05/09 2004/11/19
CI  LLS   BHZ  --  33.68447 -117.94304     8 2000/02/01 3000/01/01
CI  LLS   HHZ  --  33.68447 -117.94304     8 2000/02/01 3000/01/01
CI  LLS   HLZ  --  33.68447 -117.94304     8 2000/02/01 2008/06/13
CI  LLS   HNZ  --  33.68447 -117.94304     8 2008/06/13 3000/01/01
CI  LLS   LHZ  --  33.68447 -117.94304     8 2000/02/01 3000/01/01
CI  LLS   LLZ  --  33.68447 -117.94304     8 2000/02/01 2008/06/13
CI  LLS   LNZ  --  33.68447 -117.94304     8 2008/06/13 3000/01/01
CI  LLS   VHZ  --  33.68447 -117.94304     8 2000/02/01 3000/01/01
NC  LMC   HHZ  --  41.27416 -122.12197  1062 2009/08/06 3000/01/01
PG  LMD   HNZ  --  35.38033 -120.82467   171 2009/12/22 3000/01/01
NC  LMD   HNZ  --  35.38033 -120.82467   171 2009/12/22 3000/01/01
CI  LMH   EHZ  --  33.74418 -117.39135   496 2014/08/06 3000/01/01
NC  LMH   EHZ  --  33.74418 -117.39135   496 2014/08/06 3000/01/01
CI  LMH   HNZ  --  33.74418 -117.39135   496 2014/08/06 3000/01/01
NC  LMH   HNZ  --  33.74418 -117.39135   496 2014/08/06 3000/01/01
CI  LMH   LNZ  --  33.74418 -117.39135   496 2014/08/06 3000/01/01
NC  LMH   LNZ  --  33.74418 -117.39135   496 2014/08/06 3000/01/01
CI  LMR   BHZ  --  34.93426 -117.69661   965 2003/02/26 2003/09/25
CI  LMR   HHZ  --  34.93426 -117.69661   965 2003/02/26 2003/09/25
CI  LMR   HLZ  --  34.93426 -117.69661   965 2003/02/26 2003/09/25
CI  LMR   LHZ  --  34.93426 -117.69661   965 2003/02/26 2003/09/25
CI  LMR   LLZ  --  34.93426 -117.69661   965 2003/02/26 2003/09/25
CI  LMR2  BHZ  --  34.93439 -117.69629   964 2003/09/25 3000/01/01
CI  LMR2  HHZ  --  34.93439 -117.69629   964 2003/09/25 3000/01/01
CI  LMR2  HLZ  --  34.93439 -117.69629   964 2003/09/25 2008/06/12
CI  LMR2  HNZ  --  34.93439 -117.69629   964 2008/06/12 3000/01/01
CI  LMR2  LHZ  --  34.93439 -117.69629   964 2003/09/25 3000/01/01
CI  LMR2  LLZ  --  34.93439 -117.69629   964 2003/09/25 2008/06/12
CI  LMR2  LNZ  --  34.93439 -117.69629   964 2008/06/12 3000/01/01
CI  LMR2  VHZ  --  34.93439 -117.69629   964 2005/11/18 3000/01/01
CI  LMS   BHZ  --  33.81744 -117.44500   443 2014/08/07 3000/01/01
CI  LMS   HHZ  --  33.81744 -117.44500   443 2014/08/07 3000/01/01
CI  LMS   HNZ  --  33.81744 -117.44500   443 2014/08/07 3000/01/01
CI  LMS   LHZ  --  33.81744 -117.44500   443 2014/08/07 3000/01/01
CI  LMS   LNZ  --  33.81744 -117.44500   443 2014/08/07 3000/01/01
CI  LMS   VHZ  --  33.81744 -117.44500   443 2014/08/07 3000/01/01
ZY  LMVR  EHZ  --  33.99293 -116.52411   406 1992/04/23 1992/05/01
CI  LMY   BHZ  --  34.73316 -119.10391  1575 2014/07/29 3000/01/01
CI  LMY   HHZ  --  34.73316 -119.10391  1575 2014/07/29 3000/01/01
CI  LMY   HNZ  --  34.73316 -119.10391  1575 2014/07/29 3000/01/01
CI  LMY   LHZ  --  34.73316 -119.10391  1575 2014/07/29 3000/01/01
CI  LMY   LNZ  --  34.73316 -119.10391  1575 2014/07/29 3000/01/01
CI  LMY   VHZ  --  34.73316 -119.10391  1575 2014/07/29 3000/01/01
CI  LOC   BHZ  --  34.69073 -120.44690    95 2014/06/19 3000/01/01
CI  LOC   HHZ  --  34.69073 -120.44690    95 2014/06/19 3000/01/01
CI  LOC   HNZ  --  34.69073 -120.44690    95 2014/06/19 3000/01/01
CI  LOC   LHZ  --  34.69073 -120.44690    95 2014/06/19 3000/01/01
CI  LOC   LNZ  --  34.69073 -120.44690    95 2014/06/19 3000/01/01
CI  LOC   VHZ  --  34.69073 -120.44690    95 2014/06/19 3000/01/01
CI  LOC   VMZ  --  34.69073 -120.44690    95 2014/06/19 3000/01/01
CI  LPC   BHZ  --  34.31478 -117.54642  1351 2009/06/04 3000/01/01
CI  LPC   HHZ  --  34.31478 -117.54642  1351 2009/06/04 3000/01/01
CI  LPC   HNZ  --  34.31478 -117.54642  1351 2009/05/28 3000/01/01
CI  LPC   LHZ  --  34.31478 -117.54642  1351 2009/06/04 3000/01/01
CI  LPC   LNZ  --  34.31478 -117.54642  1351 2009/05/28 3000/01/01
CI  LPC   VHZ  --  34.31478 -117.54642  1351 2009/06/04 3000/01/01
ZY  LPMA  EHZ  --  34.36031 -116.41921   733 1992/06/29 1992/08/01
CI  LRL   BHZ  --  35.47954 -117.68212  1340 1998/06/01 3000/01/01
CI  LRL   HHZ  --  35.47954 -117.68212  1340 1998/06/01 3000/01/01
CI  LRL   HLZ  --  35.47954 -117.68212  1340 1998/06/01 2008/04/08
CI  LRL   HNZ  --  35.47954 -117.68212  1340 2008/04/08 3000/01/01
CI  LRL   LHZ  --  35.47954 -117.68212  1340 1998/06/01 3000/01/01
CI  LRL   LLZ  --  35.47954 -117.68212  1340 1998/06/01 2008/04/08
CI  LRL   LNZ  --  35.47954 -117.68212  1340 2008/04/08 3000/01/01
CI  LRL   VHZ  --  35.47954 -117.68212  1340 1998/06/01 3000/01/01
CI  LRL   VMZ  --  35.47954 -117.68212  1340 2006/01/27 3000/01/01
CI  LRR   EHZ  --  34.52629 -118.02867   880 2000/10/03 2014/07/15
NC  LRR   EHZ  --  34.52629 -118.02867   880 2000/10/03 2014/07/15
CI  LRR2  BHZ  --  34.52706 -118.02998   906 2014/05/19 3000/01/01
CI  LRR2  HHZ  --  34.52706 -118.02998   906 2014/05/19 3000/01/01
CI  LRR2  HNZ  --  34.52706 -118.02998   906 2014/05/19 3000/01/01
CI  LRR2  LHZ  --  34.52706 -118.02998   906 2014/05/19 3000/01/01
CI  LRR2  LNZ  --  34.52706 -118.02998   906 2014/05/19 3000/01/01
CI  LRR2  VHZ  --  34.52706 -118.02998   906 2014/05/19 3000/01/01
PG  LSD   HNZ  --  35.29733 -120.84300   244 2010/12/09 3000/01/01
NC  LSM   EHZ  --  40.27981 -121.30283  1821 1984/02/10 1996/09/26
NP  LT2   HLZ  --  34.52149 -117.99099   856 2001/03/13 2004/07/15
CI  LTC   EHZ  --  33.49378 -115.07700   275 2000/10/03 2014/08/21
NC  LTC   EHZ  --  33.49378 -115.07700   275 2000/10/03 2014/08/21
LI  LTH   BHZ  --  46.46170 -119.41768   157 2000/11/22 3000/01/01
LI  LTH   HHZ  --  46.46170 -119.41768   157 2000/11/22 3000/01/01
LI  LTH   HLZ  --  46.46170 -119.41768   157 2000/11/22 3000/01/01
LI  LTH   LHZ  --  46.46170 -119.41768   157 2000/11/22 3000/01/01
LI  LTH   LLZ  --  46.46170 -119.41768   157 2000/11/22 3000/01/01
LI  LTH   VHZ  --  46.46170 -119.41768   157 2000/11/22 3000/01/01
LI  LTL   BHZ  --  30.53740  -90.76600    21 2000/12/18 3000/01/01
LI  LTL   HHZ  --  30.53740  -90.76600    21 2000/12/18 3000/01/01
LI  LTL   HLZ  --  30.53740  -90.76600    21 2000/12/18 3000/01/01
LI  LTL   LHZ  --  30.53740  -90.76600    21 2000/12/18 3000/01/01
LI  LTL   LLZ  --  30.53740  -90.76600    21 2000/12/18 3000/01/01
LI  LTL   VHZ  --  30.53740  -90.76600    21 2000/12/18 3000/01/01
CI  LTP   BHZ  --  33.88110 -118.17568    20 2000/07/25 3000/01/01
CI  LTP   HHZ  --  33.88110 -118.17568    20 2000/07/25 3000/01/01
CI  LTP   HLZ  --  33.88110 -118.17568    20 2000/07/25 2008/06/13
CI  LTP   HNZ  --  33.88110 -118.17568    20 2008/06/13 3000/01/01
CI  LTP   LHZ  --  33.88110 -118.17568    20 2000/07/25 3000/01/01
CI  LTP   LLZ  --  33.88110 -118.17568    20 2000/07/25 2008/06/13
CI  LTP   LNZ  --  33.88110 -118.17568    20 2008/06/13 3000/01/01
CI  LTP   VHZ  --  33.88110 -118.17568    20 2000/07/25 3000/01/01
CI  LTR   HLZ  --  34.52110 -117.99030   855 2000/03/30 2001/03/13
NP  LTR   HLZ  --  34.52110 -117.99030   855 2000/03/30 2001/03/13
CI  LTR   HLZ  --  34.52110 -117.99030   855 1997/10/02 2000/03/30
NP  LTR   HLZ  --  34.52110 -117.99030   855 1997/10/02 2000/03/30
CI  LUC   EHZ  --  34.45476 -116.96474   855 2000/10/03 2012/08/10
CI  LUC2  BHZ  --  34.45638 -116.96423   886 2012/09/06 3000/01/01
CI  LUC2  HHZ  --  34.45638 -116.96423   886 2012/09/06 3000/01/01
CI  LUC2  HNZ  --  34.45638 -116.96423   886 2012/09/06 3000/01/01
CI  LUC2  LHZ  --  34.45638 -116.96423   886 2012/09/06 3000/01/01
CI  LUC2  LNZ  --  34.45638 -116.96423   886 2012/09/06 3000/01/01
CI  LUC2  VHZ  --  34.45638 -116.96423   886 2012/09/06 3000/01/01
CI  LUG   BHZ  --  34.36560 -117.36683  1140 1998/01/28 3000/01/01
CI  LUG   HHZ  --  34.36560 -117.36683  1140 1998/01/28 3000/01/01
CI  LUG   HLZ  --  34.36560 -117.36683  1140 1998/01/28 2008/11/20
CI  LUG   HNZ  --  34.36560 -117.36683  1140 2008/06/13 3000/01/01
CI  LUG   LHZ  --  34.36560 -117.36683  1140 1998/01/28 3000/01/01
CI  LUG   LLZ  --  34.36560 -117.36683  1140 1998/01/28 2008/11/20
CI  LUG   LNZ  --  34.36560 -117.36683  1140 2008/06/13 3000/01/01
CI  LUG   VHZ  --  34.36560 -117.36683  1140 1998/01/28 3000/01/01
AZ  LVA2  BHZ  --  33.35160 -116.56150  1435 1993/04/18 3000/01/01
AZ  LVA2  BHZ  --  33.35160 -116.56150  1435 1993/05/22 2004/02/25
AZ  LVA2  HHZ  --  33.35160 -116.56150  1435 1993/04/18 3000/01/01
AZ  LVA2  HHZ  --  33.35160 -116.56150  1435 1993/05/22 2004/02/25
AZ  LVA2  HLZ  --  33.35160 -116.56150  1435 1993/04/18 1993/06/23
AZ  LVA2  HLZ  --  33.35160 -116.56150  1435 1993/05/22 2010/04/14
AZ  LVA2  HNZ  --  33.35160 -116.56150  1435 2002/01/04 3000/01/01
AZ  LVA2  LHZ  --  33.35160 -116.56150  1435 1999/12/17 3000/01/01
AZ  LVA2  LHZ  --  33.35160 -116.56150  1435 2002/06/06 2004/02/25
CI  LVY   EHZ  --  34.17408 -119.15636    12 2014/06/25 3000/01/01
CI  LVY   HNZ  --  34.17408 -119.15636    12 2014/06/25 3000/01/01
CI  LVY   LNZ  --  34.17408 -119.15636    12 2014/06/25 3000/01/01
CI  MAG   EHZ  --  35.36165 -118.92282   135 2012/10/18 3000/01/01
CI  MAG   HLZ  --  35.36165 -118.92282   135 2001/01/29 2007/05/21
CI  MAG   HNZ  --  35.36165 -118.92282   135 2007/08/01 3000/01/01
CI  MAG   LLZ  --  35.36165 -118.92282   135 2001/01/29 2007/05/21
CI  MAG   LNZ  --  35.36165 -118.92282   135 2007/08/01 3000/01/01
NP  MAR   EHZ  --  35.00260 -119.34022   411 2000/10/03 2011/09/01
CI  MAR   EHZ  --  35.00260 -119.34022   411 2000/10/03 2011/09/01
NC  MBE   EHZ  --  36.74538 -119.28286   990 1992/09/17 3000/01/01
NN  MCA   EHZ  --  36.64650 -117.28140   303 1979/01/23 3000/01/01
NN  MCA   SHZ  --  36.64650 -117.28140   303 1979/01/23 2010/09/24
NC  MCB   HHZ  --  37.64439 -118.89683  2391 2002/09/20 3000/01/01
NC  MCB   HNZ  --  37.64439 -118.89683  2391 2002/09/20 3000/01/01
BK  MCCM  HHZ  --  38.14478 -122.88018    -7 2006/02/03 2010/09/02
BK  MCCM  HHZ  00  38.14478 -122.88018    -7 2010/09/02 3000/01/01
NC  MCO   HNZ  --  38.61900 -118.86200  2169 2014/07/07 3000/01/01
NC  MCS   EHZ  --  37.65487 -118.90576  2417 1984/01/01 3000/01/01
NN  MCSO  HNZ  01  38.51739 -118.62922  1339 2011/04/20 2999/12/31
CI  MCT   BHZ  --  34.22645 -116.04073   661 2001/01/24 3000/01/01
CI  MCT   HHZ  --  34.22645 -116.04073   661 2001/01/24 3000/01/01
CI  MCT   HLZ  --  34.22645 -116.04073   661 2001/01/24 2008/05/30
CI  MCT   HNZ  --  34.22645 -116.04073   661 2008/05/30 3000/01/01
CI  MCT   LHZ  --  34.22645 -116.04073   661 2001/01/24 3000/01/01
CI  MCT   LLZ  --  34.22645 -116.04073   661 2001/01/24 2008/05/30
CI  MCT   LNZ  --  34.22645 -116.04073   661 2008/05/30 3000/01/01
CI  MCT   VHZ  --  34.22645 -116.04073   661 2001/01/24 3000/01/01
NC  MCV   EHZ  --  37.59003 -118.82911  2542 1995/08/04 3000/01/01
NC  MCY   HNZ  --  37.64303 -119.02817  2955 2010/09/21 3000/01/01
NC  MDC   EHZ  02  37.70969 -119.04186  2493 1993/09/13 3000/01/01
NC  MDH   HNZ  --  37.67975 -118.90882  2349 2013/09/11 3000/01/01
NC  MDP   EHZ  --  37.63246 -119.07972  2315 1984/10/20 2008/09/18
NC  MDP   SHZ  --  37.63246 -119.07972  2315 1994/11/28 2006/01/24
NC  MDPB  HHZ  --  37.63227 -119.07935  2360 2008/09/25 3000/01/01
NC  MDPB  HNZ  --  37.63227 -119.07935  2360 2008/09/25 3000/01/01
NC  MDY   HHZ  --  37.65804 -119.01215  2789 2011/11/03 3000/01/01
NC  MDY   HNZ  --  37.65804 -119.01215  2789 2011/11/03 3000/01/01
ZY  MGD   EHZ  --  33.18884 -116.76064  1300 2010/06/23 3000/01/01
ZY  MGD   HNZ  --  33.18884 -116.76064  1300 2010/06/23 3000/01/01
CI  MGE   BHZ  --  33.81841 -116.36874    68 1999/10/16 3000/01/01
CI  MGE   HHZ  --  33.81841 -116.36874    68 1999/10/16 3000/01/01
CI  MGE   HLZ  --  33.81841 -116.36874    68 1999/10/16 2007/06/13
CI  MGE   HNZ  --  33.81841 -116.36874    68 2007/06/13 3000/01/01
CI  MGE   LHZ  --  33.81841 -116.36874    68 1999/10/16 3000/01/01
CI  MGE   LLZ  --  33.81841 -116.36874    68 1999/10/16 2007/06/13
CI  MGE   LNZ  --  33.81841 -116.36874    68 2007/06/13 3000/01/01
CI  MGE   VHZ  --  33.81841 -116.36874    68 1999/10/16 3000/01/01
NN  MGM   EHZ  --  37.44117 -117.49650  2100 1990/01/01 2000/11/01
ZY  MGUY  EHZ  --  34.24880 -118.51870   250 1994/02/10 1994/03/05
ZY  MGUY  ELZ  --  34.24880 -118.51870   250 1994/02/10 1994/03/05
BK  MHC   BHZ  --  37.34164 -121.64257  1250 1986/09/10 2010/11/17
BK  MHC   BHZ  00  37.34164 -121.64257  1250 2010/11/17 3000/01/01
BK  MHC   HHZ  --  37.34164 -121.64257  1250 1992/04/29 2010/11/17
BK  MHC   HHZ  00  37.34164 -121.64257  1250 2010/11/17 3000/01/01
BK  MHC   HLZ  --  37.34164 -121.64257  1250 1992/04/29 2010/11/17
BK  MHC   HNZ  00  37.34164 -121.64257  1250 2010/11/17 3000/01/01
BK  MHC   LHZ  --  37.34164 -121.64257  1250 1986/09/10 2010/11/17
BK  MHC   LHZ  00  37.34164 -121.64257  1250 2010/11/17 3000/01/01
BK  MHC   VHZ  --  37.34164 -121.64257  1250 1992/04/29 2010/11/17
BK  MHC   VHZ  00  37.34164 -121.64257  1250 2010/11/17 3000/01/01
BK  MHC   VMZ  00  37.34164 -121.64257  1250 2010/11/17 3000/01/01
NC  MHD   EHZ  --  37.11707 -119.89496   147 1984/01/01 3000/01/01
NC  MHD   ELZ  --  37.11707 -119.89496   147 1990/05/15 2012/06/21
CI  MIK   BJZ  --  34.13688 -118.12601   275 2008/09/08 3000/01/01
CI  MIK   BLZ  --  34.13688 -118.12601   275 2001/04/20 2008/06/13
